ICAO;IATA;AirportName;City;Country;Latitude;Longitude;Altitude
FMCN;YVA;MORONI ICONI;MORONI;COMOROS ISLANDS;-11.71055556;43.24361111;10.0584
FMCV;AJN;ANJOUAN OUANI;ANJOUAN;COMOROS ISLANDS;-12.13166667;44.43027778;18.8976
FMCZ;DZA;DZAOUDZI PAMANZI;DZAOUDZI;MAYOTTE ISLAND;-12.80472222;45.28111111;7.0104
FMEE;RUN;ST DENIS GILLOT;ST.-DENIS;REUNION ISLAND;-20.88694444;55.51027778;20.1168
FMEP;ZSE;ST PIERRE PIERREFONDS;ST.-PIERRE;REUNION ISLAND;-21.32083333;55.42472222;15.8496
FMMC;WML;;MALAIMBRANDY;MADAGASCAR;0;0;0
FMME;ATJ;;ANTSIRABE;MADAGASCAR;0;0;0
FMMG;WAQ;;ANTSALOVA;MADAGASCAR;0;0;0
FMMH;VVB;;MAHANORO;MADAGASCAR;0;0;0
FMMI;TNR;ANTANANARIVO IVATO;ANTANANARIVO;MADAGASCAR;-18.79666667;47.47861111;1279.5504
FMMJ;N/A;;AMBOHIJANAHARY;MADAGASCAR;0;0;0
FMMK;JVA;;ANKAVANDRA;MADAGASCAR;0;0;0
FMML;BMD;;BELO SUR TSIRIBIHINA;MADAGASCAR;0;0;0
FMMN;ZVA;MIANDRIVAZO;MIANDRIVAZO;MADAGASCAR;-19.56277778;45.45083333;61.8744
FMMO;MXT;;MAINTIRANO;MADAGASCAR;0;0;0
FMMP;N/A;;AMPARAFARAVOLA;MADAGASCAR;0;0;0
FMMQ;ILK;;ILAKA EAST;MADAGASCAR;0;0;0
FMMR;TVA;;MORAFENOBE;MADAGASCAR;0;0;0
FMMS;SMS;SAINTE MARIE;SAINTE MARIE;MADAGASCAR;-17.09388889;49.81583333;2.1336
FMMT;TMM;TOAMASINA;TOAMASINA;MADAGASCAR;-18.10944444;49.3925;6.7056
FMMU;WTA;;TAMBOHORANO;MADAGASCAR;0;0;0
FMMV;MOQ;MORONDAVA;MORONDAVA;MADAGASCAR;-20.28472222;44.3175;9.144
FMMX;WTS;;TSIROANOMANDIDY;MADAGASCAR;0;0;0
FMMY;VAT;;VATOMANDRY;MADAGASCAR;0;0;0
FMMZ;N/A;;AMBATONDRAZAKA;MADAGASCAR;0;0;0
FMNA;DIE;ANTSIRANANA ARRACHART;ANTSIRANANA;MADAGASCAR;-12.34916667;49.29166667;113.9952
FMNC;WMR;MANANARA AVARATRA;MANANARA;MADAGASCAR;-16.16388889;49.77361111;2.7432
FMND;ZWA;ANDAPA;ANDAPA;MADAGASCAR;-14.65166667;49.62055556;473.0496
FMNE;AMB;AMBILOBE MAHAVAVY;AMBILOBE;MADAGASCAR;-13.18833333;48.98777778;21.9456
FMNF;WBD;;BEFANDRIANA;MADAGASCAR;0;0;0
FMNG;WPB;;PORT BERGE;MADAGASCAR;0;0;0
FMNH;ANM;ANTALAHA ANTSIRABATO;ANTALAHA;MADAGASCAR;-14.99916667;50.32;6.096
FMNJ;IVA;;AMBANJA;MADAGASCAR;0;0;0
FMNK;N/A;;ANTSIRANANA;MADAGASCAR;0;0;0
FMNL;HVA;ANALALAVA;ANALALAVA;MADAGASCAR;-14.62944444;47.76361111;105.156
FMNM;MJN;MAHAJANGA PHILIBERT TSIRANANA;MAHAJANGA;MADAGASCAR;-15.66722222;46.35166667;26.5176
FMNN;NOS;NOSY BE FASCENE;NOSY-BE;MADAGASCAR;-13.31222222;48.31388889;11.2776
FMNO;DWB;;SOALALA;MADAGASCAR;0;0;0
FMNP;N/A;;MAMPIKONY;MADAGASCAR;0;0;0
FMNQ;BPY;BESALAMPY;BESALAMPY;MADAGASCAR;-16.74194444;44.48138889;38.1
FMNR;WMN;MAROANTSETRA;MAROANTSETRA;MADAGASCAR;-15.43666667;49.68833333;3.9624
FMNS;SVB;SAMBAVA SUD;SAMBAVA;MADAGASCAR;-14.27861111;50.17472222;6.096
FMNT;TTS;;TSARATANANA;MADAGASCAR;0;0;0
FMNV;VOH;VOHIMARINA;VOHEMAR;MADAGASCAR;-13.37583333;50.00277778;5.7912
FMNW;WAI;ANTSOHIHY AMBALABE;ANTSOHIHY;MADAGASCAR;-14.89861111;47.99388889;28.0416
FMNX;WMA;;MANDRITSARA;MADAGASCAR;0;0;0
FMNZ;N/A;AMPAMPAMENA;AMPAMPAMENA;MADAGASCAR;-13.48472222;48.6325;14.9352
FMSA;N/A;;AMBALAVAO;MADAGASCAR;0;0;0
FMSB;WBO;;BEROROHA;MADAGASCAR;0;0;0
FMSC;WMD;;MANDABE;MADAGASCAR;0;0;0
FMSD;FTU;TOLAGNARO;TOLAGNARO;MADAGASCAR;-25.03805556;46.95611111;8.8392
FMSE;N/A;;BETROKA;MADAGASCAR;0;0;0
FMSF;WFI;FIANARANTSOA;FIANARANTSOA;MADAGASCAR;-21.44138889;47.11166667;1114.9584
FMSG;RVA;FARAFANGANA;FARAFANGANA;MADAGASCAR;-22.80527778;47.82055556;7.9248
FMSI;IHO;;IHOSY;MADAGASCAR;0;0;0
FMSJ;MJA;;MANJA;MADAGASCAR;0;0;0
FMSK;WVK;MANAKARA SUD;MANAKARA;MADAGASCAR;-22.11972222;48.02166667;10.0584
FMSL;OVA;;BEKILY;MADAGASCAR;0;0;0
FMSM;MNJ;MANANJARY;MANANJARY;MADAGASCAR;-21.20166667;48.35805556;6.096
FMSN;TDV;;TANANDAVA;MADAGASCAR;0;0;0
FMSO;N/A;;RANOHIRA;MADAGASCAR;0;0;0
FMSR;MXM;MOROMBE;MOROMBE;MADAGASCAR;-21.75361111;43.37527778;4.8768
FMST;TLE;TOLIARA;TOLIARA;MADAGASCAR;-23.38333333;43.72833333;8.8392
FMSV;BKU;;BETIOKY;MADAGASCAR;0;0;0
FMSY;AMP;;AMPANIHY;MADAGASCAR;0;0;0
FMSZ;N/A;;ANKAZOABO;MADAGASCAR;0;0;0
FNAM;AZZ;;AMBRIZ;ANGOLA;0;0;0
FNBC;SSY;MBANZA CONGO;M'BANZA-CONGO;ANGOLA;-6.269722222;14.24694444;566.928
FNBG;BUG;BENGUELA;BENGUELA;ANGOLA;-12.60888889;13.40361111;35.9664
FNCA;CAB;CABINDA;CABINDA;ANGOLA;-5.596944444;12.18833333;20.1168
FNCB;N/A;;CAMEMBE;ANGOLA;0;0;0
FNCC;N/A;;CACOLO;ANGOLA;0;0;0
FNCH;PGI;CHITATO;CHITATO;ANGOLA;-7.3575;20.80361111;762
FNCM;CBT;;CAMABATELA;ANGOLA;0;0;0
FNCV;N/A;;CUITO CUANAVALE;ANGOLA;0;0;0
FNCX;N/A;CAMAXILO;CAMAXILO;ANGOLA;-8.373611111;18.92361111;1206.0936
FNCZ;CAV;CAZOMBO;CAZOMBO;ANGOLA;-11.89361111;22.91611111;1127.76
FNDB;N/A;;DAMBA;ANGOLA;0;0;0
FNGI;NGV;NGIVA;N'GIVA;ANGOLA;-17.04472222;15.68694444;1086.9168
FNGU;N/A;;N'GUNZA;ANGOLA;0;0;0
FNHU;NOV;HUAMBO;HUAMBO;ANGOLA;-12.80861111;15.76027778;1702.9176
FNKU;SVP;KUITO;KUITO;ANGOLA;-12.40444444;16.94722222;1712.3664
FNLB;N/A;LOBITO;LOBITO;ANGOLA;-12.37111111;13.53638889;3.048
FNLU;LAD;LUANDA 4 DE FEVEREIRO;LUANDA;ANGOLA;-8.858333333;13.23111111;74.0664
FNMA;MEG;MALANJE;MALANJE;ANGOLA;-9.525;16.31222222;1178.9664
FNME;SPP;MENONGUE;MENONGUE;ANGOLA;-14.6575;17.71972222;1362.1512
FNMO;N/A;NAMIBE;MOCAMEDES;ANGOLA;-15.26111111;12.14666667;64.008
FNMQ;N/A;;MAQUELA;ANGOLA;0;0;0
FNNG;GXG;NEGAGE;NEGAGE;ANGOLA;-7.754444444;15.2875;1251.204
FNPA;PBN;PORTO AMBOIM;PORTO AMBOIM;ANGOLA;-10.72194444;13.76527778;4.8768
FNPB;N/A;;SANZA POMBA;ANGOLA;0;0;0
FNSA;VHC;SAURIMO;SAURIMO;ANGOLA;-9.688888889;20.43166667;1092.4032
FNSO;SZA;SOYO;SOYO;ANGOLA;-6.140833333;12.37166667;4.572
FNTO;N/A;TOTO;TOTO;ANGOLA;-7.147222222;14.24805556;541.02
FNUA;UAL;;LUAU;ANGOLA;0;0;0
FNUB;SDD;;LUBANGO;ANGOLA;0;0;0
FNUE;LUO;LUENA;LUENA;ANGOLA;-11.76805556;19.8975;1328.928
FNUG;UGO;UIGE;UIGE;ANGOLA;-7.603055556;15.02777778;829.056
FNWK;CEO;;WAKO KUNGO;ANGOLA;0;0;0
FNXA;XGN;XANGONGO;XANGONGO;ANGOLA;-16.75527778;14.96527778;1107.948
FNZE;ARZ;;N'ZETO;ANGOLA;0;0;0
FOBI;N/A;;BILENE;MOZAMBIQUE;0;0;0
FOGB;BGB;;BODOUE;GABON;0;0;0
FOGE;N/A;;NDENDE;GABON;0;0;0
FOGF;FOU;;FOUGAMOU;GABON;0;0;0
FOGG;N/A;;MBIGOU;GABON;0;0;0
FOGI;MGX;;MOABI;GABON;0;0;0
FOGJ;N/A;;NDJOLE;GABON;0;0;0
FOGO;OYE;OYEM;OYEM;GABON;1.541111111;11.58083333;657.7584
FOGQ;OKN;OKONDJA;OKONDJA;GABON;-0.665277778;13.67305556;403.86
FOGR;LBQ;LAMBARENE;LAMBARENE;GABON;-0.704166667;10.24555556;24.9936
FOGV;MVX;;MINVOUL;GABON;0;0;0
FOGW;N/A;;WONGA-WONGUE;GABON;0;0;0
FOOA;MJL;;MOUILA;GABON;0;0;0
FOOB;BMM;BITAM;BITAM;GABON;2.075555556;11.49305556;600.1512
FOOD;MFF;MOANDA;MOANDA;GABON;-1.5375;13.26916667;572.1096
FOOE;MKB;;MEKAMBO;GABON;0;0;0
FOOG;POG;PORT GENTIL;PORT GENTIL;GABON;-0.711666667;8.754166667;3.9624
FOOH;OMB;OMBOUE HOPITAL;OMBOUE HOSPIAL;GABON;-1.574722222;9.262777778;10.0584
FOOI;N/A;;IGUELA;GABON;0;0;0
FOOK;MKU;MAKOKOU;MAKOKOU;GABON;0.579166667;12.89083333;526.0848
FOOL;LBV;LIBREVILLE LEON M BA;LIBREVILLE;GABON;0.458333333;9.412222222;11.8872
FOOM;MZC;MITZIC;MITZIC;GABON;0.775555556;11.5525;583.0824
FOON;MVB;FRANCEVILLE MVENGUE;FRANCEVILLE;GABON;-1.656111111;13.43777778;441.96
FOOR;LTL;LASTOURVILLE;LASTOURVILLE;GABON;-0.826388889;12.74666667;483.108
FOOS;ZKM;;SETTE-CAMA;GABON;0;0;0
FOOT;TCH;TCHIBANGA;TCHIBANGA;GABON;-2.888888889;10.91944444;81.9912
FOOY;MYB;;MAYUMBA;GABON;0;0;0
FOP;N/A;;OPUWA;NAMIBIA;0;0;0
FPPA;N/A;;PORTO ALEGRE;SAO TOME & PRINCIPE;0;0;0
FPPR;PCP;PRINCIPE;PRINCIPE;SAO TOME & PRINCIPE;1.662777778;7.411666667;180.1368
FPST;TMS;SAO TOME INTERNATIONAL;SAO TOME;SAO TOME & PRINCIPE;0.378055556;6.711944444;10.0584
FQAG;ANO;;ANGOCHE;MOZAMBIQUE;0;0;0
FQBR;BEW;BEIRA;BEIRA;MOZAMBIQUE;-19.79638889;34.9075;10.0584
FQCB;FXO;CUAMBA;CUAMBA;MOZAMBIQUE;-14.82;36.53194444;585.216
FQCH;N/A;CHIMOIO;CHIMOIO;MOZAMBIQUE;-19.15111111;33.42888889;697.0776
FQES;N/A;ESTIMA;ESTIMA;MOZAMBIQUE;-15.73416667;32.75666667;330.0984
FQFU;N/A;;FURANCUNGO;MOZAMBIQUE;0;0;0
FQIA;N/A;;INHACA;MOZAMBIQUE;0;0;0
FQIN;INH;INHAMBANE;INHAMBANE;MOZAMBIQUE;-23.87638889;35.40833333;9.144
FQLC;VXC;LICHINGA;LICHINGA;MOZAMBIQUE;-13.27388889;35.26611111;1373.124
FQLU;N/A;LUMBO;LUMBO;MOZAMBIQUE;-15.03305556;40.67166667;10.0584
FQMA;MPM;MAPUTO;MAPUTO;MOZAMBIQUE;-25.92083333;32.5725;44.196
FQMD;N/A;MUEDA;MUEDA;MOZAMBIQUE;-11.67277778;39.56305556;850.0872
FQMP;MZB;MOCIMBOA DA PRAIA;MOCIMBOA DA PRAIA;MOZAMBIQUE;-11.36166667;40.35472222;27.1272
FQMR;N/A;MARRUPA;MARRUPA;MOZAMBIQUE;-13.225;37.55194444;755.904
FQMU;N/A;;MUTARARA;MOZAMBIQUE;0;0;0
FQNC;MNC;NACALA;NACALA;MOZAMBIQUE;-14.48805556;40.71222222;124.968
FQNP;APL;NAMPULA;NAMPULA;MOZAMBIQUE;-15.10555556;39.28166667;440.1312
FQPB;POL;PEMBA;PEMBA;MOZAMBIQUE;-12.98666667;40.52222222;100.8888
FQPO;N/A;;PONTA DO OURO;MOZAMBIQUE;0;0;0
FQQL;UEL;QUELIMANE;QUELIMANE;MOZAMBIQUE;-17.85555556;36.86916667;10.9728
FQSG;N/A;SONGO;SONGO;MOZAMBIQUE;-15.6025;32.77305556;885.1392
FQTT;TET;TETE CHINGOZI;TETE;MOZAMBIQUE;-16.10472222;33.64;160.02
FQUG;N/A;ULONGWE;ULONGWE;MOZAMBIQUE;-14.70444444;34.35222222;1299.972
FQVL;VNX;VILANKULO;VILANKULU;MOZAMBIQUE;-22.01833333;35.31305556;14.0208
FQXA;N/A;;XAI-XAI;MOZAMBIQUE;0;0;0
FSAL;N/A;ALPHONSE;ALPHONSE;SEYCHELLES;-7.004722222;52.72611111;3.048
FSDA;N/A;;DARROS ISLAND;SEYCHELLES;0;0;0
FSDR;DES;DESROCHES;DESROCHES;SEYCHELLES;-5.695833333;53.65444444;3.048
FSFA;N/A;FARQUHAR;FARQUHAR;SEYCHELLES;-10.10944444;51.17611111;3.048
FSIA;SEZ;SEYCHELLES INTERNATIONAL;MAHE;SEYCHELLES;-4.674166667;55.52166667;3.048
FSMA;N/A;;MARIE LOUISE;SEYCHELLES;0;0;0
FSPL;N/A;;PLATTE;SEYCHELLES;0;0;0
FSPP;PRI;PRASLIN;PRASLIN;SEYCHELLES;-4.319166667;55.69138889;3.048
FSSA;N/A;;ASTOVE;SEYCHELLES;0;0;0
FSSB;BDI;;BIRD ISLAND;SEYCHELLES;0;0;0
FSSC;N/A;COETIVY;COETIVY;SEYCHELLES;-7.164166667;56.26388889;3.048
FSSD;DEI;;DENIS ISLAND;SEYCHELLES;0;0;0
FSSF;N/A;;FREGATE ISLAND;SEYCHELLES;0;0;0
FSSR;N/A;;REMIRE;SEYCHELLES;0;0;0
FTTA;SRH;SARH;SARH;CHAD;9.151111111;18.37944444;365.1504
FTTB;OGR;;BONGOR;CHAD;0;0;0
FTTC;AEH;ABECHE;ABECHE;CHAD;13.84694444;20.84416667;544.9824
FTTD;MQQ;MOUNDOU;MOUNDOU;CHAD;8.620277778;16.06833333;427.9392
FTTE;N/A;;BILTINE;CHAD;0;0;0
FTTF;N/A;;FADA;CHAD;0;0;0
FTTG;N/A;;GOZ-BEIDA;CHAD;0;0;0
FTTI;ATV;;ATI;CHAD;0;0;0
FTTJ;NDJ;NDJAMENA;N'DJAMENA;CHAD;12.13361111;15.03388889;295.0464
FTTK;BKR;;BOKORO;CHAD;0;0;0
FTTL;OTC;;BOL;CHAD;0;0;0
FTTM;MVO;;MONGO;CHAD;0;0;0
FTTN;AMC;;AM-TIMAN;CHAD;0;0;0
FTTP;PLF;PALA;PALA;CHAD;9.379166667;14.92583333;466.9536
FTTR;N/A;;ZOUAR;CHAD;0;0;0
FTTS;OUT;;BOUSSO;CHAD;0;0;0
FTTU;AMO;;MAO;CHAD;0;0;0
FTTY;FYT;FAYA LARGEAU;FAYA-LARGEAU;CHAD;17.91694444;19.11083333;235.0008
FTTZ;N/A;;BARDAI;CHAD;0;0;0
FVBB;N/A;;BEIT BRIDGE;ZIMBABWE;0;0;0
FVBD;N/A;;BINDURA;ZIMBABWE;0;0;0
FVBI;N/A;;BINGA;ZIMBABWE;0;0;0
FVBU;BUQ;JOSHUA MQABUKO NKOMO INTERNATIONAL;BULAWAYO;ZIMBABWE;-20.01722222;28.61777778;1328.6232
FVCH;N/A;;CHIPINGE;ZIMBABWE;0;0;0
FVCP;N/A;HARARE CHARLES PRINCE;HARARE;ZIMBABWE;-17.75138889;30.92444444;1476.756
FVCZ;BFO;CHIREDZI BUFFALO RANGE;CHIREDZI;ZIMBABWE;-21.00805556;31.57833333;433.1208
FVFA;VFA;VICTORIA FALLS INTERNATIONAL;VICTORIA FALLS;ZIMBABWE;-18.09611111;25.83916667;1063.752
FVGO;N/A;;GOKWE;ZIMBABWE;0;0;0
FVGR;UTA;MUTARE GRAND REEF;MUTARE;ZIMBABWE;-18.9775;32.45055556;1019.2512
FVGW;GWE;;GWERU;ZIMBABWE;0;0;0
FVHA;HRE;HARARE INTERNATIONAL;HARARE;ZIMBABWE;-17.93166667;31.09277778;1489.5576
FVIN;N/A;;BULAWAYO;ZIMBABWE;0;0;0
FVKA;N/A;;KAROI;ZIMBABWE;0;0;0
FVKB;KAB;KARIBA INTERNATIONAL;KARIBA;ZIMBABWE;-16.51972222;28.88472222;519.9888
FVKK;N/A;;KWEKWE;ZIMBABWE;0;0;0
FVMT;N/A;MUTOKO;MUTOKO;ZIMBABWE;-17.43166667;32.18444444;1203.96
FVMU;N/A;MUTARE;MUTARE;ZIMBABWE;-18.9975;32.62722222;1039.368
FVMV;MVZ;MASVINGO;MASVINGO;ZIMBABWE;-20.05527778;30.85888889;1095.756
FVRU;N/A;;RUSAPE;ZIMBABWE;0;0;0
FVSH;N/A;ZVISHAVANE;ZVISHAVANE;ZIMBABWE;-20.28944444;30.08833333;918.0576
FVSV;VFA;;VICTORIA FALLS;ZIMBABWE;0;0;0
FVTL;GWE;GWERU THORNHILL;GWERT;ZIMBABWE;-19.43666667;29.86166667;1426.464
FVWN;WKM;HWANGE NATIONAL PARK;HWANGE NATIONAL PARK;ZIMBABWE;-18.62972222;27.02083333;1079.9064
FVZC;N/A;ZISCO;ZISCO;ZIMBABWE;-19.02861111;29.72194444;1211.58
FWBG;N/A;;BANGULA;MALAWI;0;0;0
FWCB;N/A;;CHILUMBA;MALAWI;0;0;0
FWCC;N/A;;CHINTHECHE;MALAWI;0;0;0
FWCD;N/A;;CHELINDA;MALAWI;0;0;0
FWCL;BLZ;CHILEKA INTERNATIONAL;BLANTYRE;MALAWI;-15.67888889;34.97388889;778.764
FWCM;N/A;;CLUB MAKOKOLA;MALAWI;0;0;0
FWCS;N/A;;NTCHISI;MALAWI;0;0;0
FWCT;N/A;;CHITIPA;MALAWI;0;0;0
FWDW;DWA;;DWANGWA;MALAWI;0;0;0
FWDZ;N/A;;DEDZA;MALAWI;0;0;0
FWKA;KGJ;KARONGA;KARONGA;MALAWI;-9.953333333;33.89277778;537.972
FWKB;N/A;;KATUMBI;MALAWI;0;0;0
FWKG;N/A;KASUNGU;KASUNGU;MALAWI;-13.01444444;33.46833333;1057.656
FWKI;LLW;;LILONGWE;MALAWI;0;0;0
FWKK;N/A;;NKHOTAKOTA;MALAWI;0;0;0
FWLK;N/A;;LIKOMA;MALAWI;0;0;0
FWLP;N/A;;KASUNGU;MALAWI;0;0;0
FWMC;N/A;;MCHINJI;MALAWI;0;0;0
FWMG;N/A;MARIANNA MUNI;MANGOCHI;MALAWI;30.83777778;-85.18166667;33.528
FWMY;MYZ;;MONKEY BAY;MALAWI;0;0;0
FWMZ;N/A;;MZIMBA;MALAWI;0;0;0
FWSJ;N/A;;NSANJE;MALAWI;0;0;0
FWSM;LMB;;SALIMA;MALAWI;0;0;0
FWSU;N/A;;NCHALO;MALAWI;0;0;0
FWUU;ZZU;MZUZU;MZUZU;MALAWI;-11.44472222;34.01166667;1254.252
FXBB;N/A;;BOBETE;LESOTHO;0;0;0
FXKB;N/A;;KOLBERG;LESOTHO;0;0;0
FXKY;N/A;;KUEBUNYANE;LESOTHO;0;0;0
FXLK;N/A;;LEBAKENG;LESOTHO;0;0;0
FXLR;LRB;;LERIBE;LESOTHO;0;0;0
FXLS;LES;;LESOBENG;LESOTHO;0;0;0
FXLT;N/A;;LETSENG;LESOTHO;0;0;0
FXMA;N/A;;MATSAILE;LESOTHO;0;0;0
FXMF;MFC;;MAFETENG;LESOTHO;0;0;0
FXMH;N/A;;MOHALES'HOEK;LESOTHO;0;0;0
FXMK;MKH;;MOKHOTLONG;LESOTHO;0;0;0
FXML;N/A;;MALEFILOANE;LESOTHO;0;0;0
FXMM;MSU;MOSHOESHOE I INTERNATIONAL;MASERU;LESOTHO;-29.46222222;27.5525;1630.9848
FXMN;N/A;;MANTSONYANE;LESOTHO;0;0;0
FXMP;N/A;;MOHLALAPENG;LESOTHO;0;0;0
FXMS;N/A;;MASHAI STORE;LESOTHO;0;0;0
FXMT;N/A;;MATABENG STORE;LESOTHO;0;0;0
FXMU;N/A;MEJAMETALANA;MASERU;LESOTHO;-29.30388889;27.50333333;1556.004
FXMV;N/A;;MATABENG VILLAGE;LESOTHO;0;0;0
FXNH;N/A;;NOHANAS;LESOTHO;0;0;0
FXNK;NKU;;NKAUS;LESOTHO;0;0;0
FXPG;N/A;;PELANENG;LESOTHO;0;0;0
FXQG;N/A;;QUTHING;LESOTHO;0;0;0
FXQN;UNE;;QACHAS NEK;LESOTHO;0;0;0
FXSE;N/A;;SEHLABATHEBE;LESOTHO;0;0;0
FXSH;SHK;;SEHONGHONG;LESOTHO;0;0;0
FXSK;N/A;;SEKAKE;LESOTHO;0;0;0
FXSM;SOK;;SEMONKONG;LESOTHO;0;0;0
FXSS;N/A;;SESHOTE;LESOTHO;0;0;0
FXST;N/A;;ST. THERESA;LESOTHO;0;0;0
FXTA;N/A;;THABA TSEKA;LESOTHO;0;0;0
FXTB;N/A;;TEBELLONG;LESOTHO;0;0;0
FXTK;N/A;;TLOKOENG;LESOTHO;0;0;0
FZAB;NLO;KINSHASA NDOLO;KINSHASA;ZAIRE;-4.324722222;15.32833333;278.892
FZAD;N/A;;CELO-ZONGO;ZAIRE;0;0;0
FZAE;N/A;;KIMPOKO;ZAIRE;0;0;0
FZAF;N/A;;NSANGI;ZAIRE;0;0;0
FZAG;MNB;MUANDA;MUANDA;ZAIRE;-5.930833333;12.35166667;27.1272
FZAH;N/A;;TSHELA;ZAIRE;0;0;0
FZAI;N/A;KITONA BASE;KITONA BASE;ZAIRE;-5.918055556;12.4475;120.0912
FZAJ;N/A;;BOMA;ZAIRE;0;0;0
FZAL;N/A;;LUOZI;ZAIRE;0;0;0
FZAM;MAT;MATADI TSHIMPI;MATADI;ZAIRE;-5.799444444;13.44083333;339.852
FZAN;N/A;;INGA;ZAIRE;0;0;0
FZAP;N/A;;LUKALA;ZAIRE;0;0;0
FZAR;N/A;;NKOLO-FUMA;ZAIRE;0;0;0
FZAS;N/A;;INKISI;ZAIRE;0;0;0
FZAU;N/A;;KONDE;ZAIRE;0;0;0
FZAW;N/A;;KWILU-GONGO;ZAIRE;0;0;0
FZAX;N/A;;LUHEKI;ZAIRE;0;0;0
FZAY;N/A;;MVULA-SANDA;ZAIRE;0;0;0
FZBA;INO;;INONGO;ZAIRE;0;0;0
FZBB;N/A;;BONGIMBA;ZAIRE;0;0;0
FZBC;N/A;;BIKORO;ZAIRE;0;0;0
FZBD;N/A;;OSHWE;ZAIRE;0;0;0
FZBE;N/A;;BENO;ZAIRE;0;0;0
FZBF;N/A;;BONTIKA;ZAIRE;0;0;0
FZBG;N/A;;KEMPA;ZAIRE;0;0;0
FZBI;N/A;;NIOKI;ZAIRE;0;0;0
FZBJ;N/A;;MUSHIE;ZAIRE;0;0;0
FZBK;N/A;;BOSOBE-BOSHWE;ZAIRE;0;0;0
FZBL;N/A;;DJOKELE;ZAIRE;0;0;0
FZBM;N/A;;BUTEMBO;ZAIRE;0;0;0
FZBN;N/A;;MALEBO;ZAIRE;0;0;0
FZBO;FDU;BANDUNDU;BANDOUNDU;ZAIRE;-3.311111111;17.38166667;324.0024
FZBP;N/A;;NGEBOLOBO;ZAIRE;0;0;0
FZBQ;N/A;;BINDJA;ZAIRE;0;0;0
FZBS;N/A;;SEMENDUA;ZAIRE;0;0;0
FZBT;N/A;;KIRI;ZAIRE;0;0;0
FZBU;N/A;;IBEKE;ZAIRE;0;0;0
FZBV;N/A;;KEMPILI;ZAIRE;0;0;0
FZBW;N/A;;BOKOTE;ZAIRE;0;0;0
FZCA;KKW;KIKWIT;KIKWIT;ZAIRE;-5.035555556;18.78555556;479.1456
FZCB;N/A;;IDIOFA;ZAIRE;0;0;0
FZCD;N/A;;VANGA;ZAIRE;0;0;0
FZCE;N/A;;LUSANGA;ZAIRE;0;0;0
FZCF;N/A;;KAHEMBA;ZAIRE;0;0;0
FZCI;N/A;;BANGA;ZAIRE;0;0;0
FZCK;N/A;;KAJIJI;ZAIRE;0;0;0
FZCL;N/A;;BANZA-LUTE;ZAIRE;0;0;0
FZCO;N/A;;BOKO;ZAIRE;0;0;0
FZCP;N/A;;POPOKABAKA;ZAIRE;0;0;0
FZCR;N/A;;BUSALA;ZAIRE;0;0;0
FZCS;N/A;;KENGE;ZAIRE;0;0;0
FZCT;N/A;;FATUNDU;ZAIRE;0;0;0
FZCU;N/A;;ITO;ZAIRE;0;0;0
FZCV;N/A;;MASI-MANIMBA;ZAIRE;0;0;0
FZCW;N/A;;KIKONGO SUR WAMBA;ZAIRE;0;0;0
FZCX;N/A;;KIMAFU;ZAIRE;0;0;0
FZCY;N/A;;YUKI;ZAIRE;0;0;0
FZDA;N/A;;MALANGA;ZAIRE;0;0;0
FZDB;N/A;;KIMBAU;ZAIRE;0;0;0
FZDC;N/A;;LUKUNI;ZAIRE;0;0;0
FZDD;N/A;;WAMBEA-UADI;ZAIRE;0;0;0
FZDE;N/A;;TONO;ZAIRE;0;0;0
FZDF;N/A;;NZAMBA;ZAIRE;0;0;0
FZDG;N/A;;NYANGA;ZAIRE;0;0;0
FZDH;N/A;;NGI;ZAIRE;0;0;0
FZDJ;N/A;;MUTENA;ZAIRE;0;0;0
FZDK;N/A;;KIPATA KATIKA;ZAIRE;0;0;0
FZDL;N/A;;KOLOKOSO;ZAIRE;0;0;0
FZDM;N/A;;MASAMUNA;ZAIRE;0;0;0
FZDN;N/A;;MONGO WA KENDA;ZAIRE;0;0;0
FZDO;MNB;;MOANZA;ZAIRE;0;0;0
FZDP;N/A;;MUKEDI;ZAIRE;0;0;0
FZDT;N/A;;MATARI;ZAIRE;0;0;0
FZDY;N/A;;MISAY;ZAIRE;0;0;0
FZEA;MDK;MBANDAKA;MBANDAKA;ZAIRE;0.0225;18.28861111;316.992
FZEB;N/A;;MONIEKA;ZAIRE;0;0;0
FZEG;N/A;;LOKOLELA;ZAIRE;0;0;0
FZEI;N/A;;INGENDE;ZAIRE;0;0;0
FZEM;N/A;;YEMBE-MOKE;ZAIRE;0;0;0
FZEN;BSU;;BASANKUSU;ZAIRE;0;0;0
FZEO;N/A;;BEONGO;ZAIRE;0;0;0
FZEP;N/A;;MENTOLE;ZAIRE;0;0;0
FZER;N/A;;KODORO;ZAIRE;0;0;0
FZFA;N/A;;LIBENGE;ZAIRE;0;0;0
FZFB;N/A;;IMASSE;ZAIRE;0;0;0
FZFD;BDT;GBADOLITE;GBADOLITE;ZAIRE;4.253055556;20.97527778;459.9432
FZFE;N/A;;ABUMUMBAZI;ZAIRE;0;0;0
FZFF;N/A;;BAU;ZAIRE;0;0;0
FZFG;N/A;;BOKADA;ZAIRE;0;0;0
FZFH;N/A;;MOKARIA-YAMOLETA;ZAIRE;0;0;0
FZFJ;N/A;;GOYONGO;ZAIRE;0;0;0
